,stars_x,useful,text,name,address,postal_code,stars_y,attributes,categories
171,5,4,"In town for a getaway with my wife; we were looking for a hotel close to the Capital and State St and stumbled onto Ruby Marie.

Wow, what a great experience from arrival to departure.  Welcomed by a nice desk staff and they even some freshly baked cookies when we were checking in.  Our room was up on the 3rd floor and we couldn't hear a sound from anything going on in the building (i.e. bars and restaurants close).  Very nice room, well stocked with coffee, and also a fridge and small TV.  Super clean and well maintained, it was nice to be in a boutique type hotel for once.

Our room came with a couple of drink tickets at the public bar downstairs which was a great way to start our late aftenoon taking in State Street.  Was able to have a nice craft beer from Karbon4... so it wasn't one of those ""Domestics only, sir"".  My wife, same deal... an individual merlot wine, which she digs.

Then it even got better for our breakfast.  We were here on a weekend and our room included breakfasts at one of the attached restaurants called Come Back Inn.  We could order off the menu, and I had a killer Stuffed French Toast breakfast.

We will most definitely stay here again... what a beautiful historical building for a hotel.  They knocked it out of the park.",Hotel Ruby Marie,524 E Wilson St,53703,4.0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Bed & Breakfast, Hotels & Travel, Hotels, Event Planning & Services"
172,2,0,This place doesn't come close to living up to the Crowne Plaza name.  The rooms are clean enough however they have really cheapped out on the fixtures.  The dresser in the first room we were in had broken out bottoms in the dresser drawers and a running toilet.  The second room had two of the dresser drawers screwed shut because they were missing.  I will pass next time I am in town.,Crowne Plaza Hotel - Madison,4402 E Washington Ave,53704,2.5,"{'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'Corkage': 'False', 'NoiseLevel': ""u'quiet'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'BYOBCorkage': ""'yes_free'"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'""}","Hotels & Travel, Restaurants, Hotels, Event Planning & Services, Venues & Event Spaces"
173,2,0,If you're living in 1972 then this place is as modern as it gets! Two stars because its clean. Definitely not your standard Crowne Plaza.. Who puts a pool in the lobby?,Crowne Plaza Hotel - Madison,4402 E Washington Ave,53704,2.5,"{'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'Corkage': 'False', 'NoiseLevel': ""u'quiet'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'BYOBCorkage': ""'yes_free'"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'""}","Hotels & Travel, Restaurants, Hotels, Event Planning & Services, Venues & Event Spaces"
174,4,0,"I would definitely stay here again.  The location was perfect.  Close to the university and State Street.  Free Parking.  Staff was very helpful and friendly.  Breakfast (if part of your rate) was very good.  I don't think I want to stay anywhere else, when in Madison.",DoubleTree by Hilton Hotel Madison,525 W Johnson St,53703,4.0,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'OutdoorSeating': 'False', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Nightlife, Wedding Planning, Venues & Event Spaces, Hotels & Travel, Bars, Hotels, Party & Event Planning, Pubs, Event Planning & Services"
175,3,0,"Beautiful lobby and pool, really nice staff, pet-friendly. Our room wasn't as shabby as others have described, but it wasn't as nice as I would have expected for the price. There was a gap between the carpet and the walls, for example. Our room was quiet and sufficiently clean. They were very nice to my dogs and offered a variety of dog beds (I had my dogs' beds with us, so we didn't use theirs, but I thought it was a nice gesture).",Crowne Plaza Hotel - Madison,4402 E Washington Ave,53704,2.5,"{'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'Corkage': 'False', 'NoiseLevel': ""u'quiet'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'BYOBCorkage': ""'yes_free'"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'""}","Hotels & Travel, Restaurants, Hotels, Event Planning & Services, Venues & Event Spaces"
176,1,0,"We had a terrible experience at this hotel. We arrived at our hotel with our two kids after a day spent at Hershey Park. We were told by the valet parking attendant that there were no longer any parking spaces available at the garage. I had to unload my tired kids and luggage at the entrance of the garage (no one offered to help me unload or to bring me a luggage rack for my bags) while my husband was directed to park at a lot across the street. He was assured by the valet parking attendant that we could park there. He pulled into the garage and was promptly told he had to back out, as the garage was full. He then called the hotel and was told to park at a bank's parking lot around the corner. My husband was concerned because the lot said it was only for M&T customers, but they told him it was fine to use it because it was a holiday weekend. My poor husband then had to walk back to the hotel while we waited in line to check in. The elevators were broken, but eventually one of them worked. Upon checking into our room, it was immediately obvious that no one had cleaned the bathroom. There was old urine on the toilet seat and blonde hairs on the sink. I asked a cleaning lady in the hallway for clorox wipes and she said she'd ""see what she could do."" When no one came back after about a 1/2 hour, my husband called down to the hotel lobby and someone came up about 15 mins later with cleaning supplies so that we could clean the toilet properly. 
This was a terrible experience, but it gets worse!
The next morning, when we walked back to the car around the corner with our luggage and two young kids, we discovered that the parking garage we parked in was locked! Thankfully we were able to call the security for the bank and they were kind enough to let us in/out of the parking garage. 

To be fair, the hotel did take off $50 for our trouble from an almost $200 bill. 

However, I would have preferred to skip the aggravation and stress with my young kids on our holiday weekend trip! Please avoid this hotel. I *never* write reviews, so know it was with good purpose that I placed this review.",Crowne Plaza Hotel - Madison,4402 E Washington Ave,53704,2.5,"{'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'Corkage': 'False', 'NoiseLevel': ""u'quiet'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'BYOBCorkage': ""'yes_free'"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'""}","Hotels & Travel, Restaurants, Hotels, Event Planning & Services, Venues & Event Spaces"
177,1,0,The lobby looked nice. I later realized it was to try to distract from everything else that was less than stellar. There was poop on the toilet seat when we got to our room and I stepped on a carpet staple and it made my foot bleed. Enough said.,Crowne Plaza Hotel - Madison,4402 E Washington Ave,53704,2.5,"{'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'Corkage': 'False', 'NoiseLevel': ""u'quiet'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'BYOBCorkage': ""'yes_free'"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'""}","Hotels & Travel, Restaurants, Hotels, Event Planning & Services, Venues & Event Spaces"
178,3,0,"Three Stars for location.  This hotel is walking distance to all Madison has to offer.  It has a decent hotel bar, never crowded and nice clean rooms.",DoubleTree by Hilton Hotel Madison,525 W Johnson St,53703,4.0,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'OutdoorSeating': 'False', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Nightlife, Wedding Planning, Venues & Event Spaces, Hotels & Travel, Bars, Hotels, Party & Event Planning, Pubs, Event Planning & Services"
179,4,0,"Terrific location with free parking.  Nice rooms especially for a family.  Extremely friendly staff and the bar on the floor was a nice addition.  It was a bit pricey, but good selection and what do you expect with a hotel bar.  Only complaint are the walls are very thin and noise transmits very easily.  Woken both Friday and Saturday by drunk jerks.  All in all will come back if I have the chance.",DoubleTree by Hilton Hotel Madison,525 W Johnson St,53703,4.0,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'OutdoorSeating': 'False', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Nightlife, Wedding Planning, Venues & Event Spaces, Hotels & Travel, Bars, Hotels, Party & Event Planning, Pubs, Event Planning & Services"
180,1,2,"Air conditioning was broken rooms were hot and muggy. They had a trailer with a mobile air conditioning unit on it, but was not enough to get out room under 80. The room was musty smelling, presumably because they were so humid in them. they were clean enough, but the decor was dated. The common areas had dirty furniture and were very dated. The pool and game area was in shambles. Only 2 of the 8 or so games worked. The walls were crumbling in the pool area. The pool was COLD! I like pools when they are cooler, but this was cold. To top that off the hot tub was only as warm as you would expect the pool to be and dirty! The breakfast buffet was okay, about what I expect from a hotel breakfast. None of the staff I encountered were friendly. A couple of them including the one at the front desk acted like we were annoying him by checking in. I would not consider staying at this hotel again. There are too many other options in this area that would be better.",Crowne Plaza Hotel - Madison,4402 E Washington Ave,53704,2.5,"{'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'Corkage': 'False', 'NoiseLevel': ""u'quiet'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'BYOBCorkage': ""'yes_free'"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'""}","Hotels & Travel, Restaurants, Hotels, Event Planning & Services, Venues & Event Spaces"
181,4,1,"This hotel is well located if you're doing some sort of University of WI Madison business.

Its nearly as nice as the Hilton on the Square which, unfortunately, isn't that great. Free parking is nice. The rooms are clean, efficient and properly sorted in all the ways that you'll need it to be. I've stayed here a handful of times in the past year and can highly recommend it.

Something weird happened last time I was there (specificly, they gave me keys to an occupied room) and the staff went above and beyond not only to make it right with me....and gave me a brilliant hangover the next day by sending a bottle of wine up to my room.",DoubleTree by Hilton Hotel Madison,525 W Johnson St,53703,4.0,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'OutdoorSeating': 'False', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Nightlife, Wedding Planning, Venues & Event Spaces, Hotels & Travel, Bars, Hotels, Party & Event Planning, Pubs, Event Planning & Services"
182,5,0,"Terrific experience with this hotel !  online check-in with ability to select my room worked great, and my room was ready when I arrived early at 2:30 p.m.   Emily who checked me in and the other UW students working at the front desk (wish I had their names for this review) were extremely polite, friendly, and efficient, and were dressed and well groomed so as to present a very professional appearance, which spoke well for the hotel (and for the University of Wisconsin to get slightly off topic).. an absolutely great job by all the front desk staff.   hotel is an older property as other reviews have pointed out, but was nicely renovated and my room was very clean and comfortable with everything just right.   I was in town for a game at the Kohl Center which was right outside my window and so close I didn't even have to lug a heavy coat to the December game.   This hotel met and exceeded my expectations.. good job, I will be back.",DoubleTree by Hilton Hotel Madison,525 W Johnson St,53703,4.0,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'OutdoorSeating': 'False', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Nightlife, Wedding Planning, Venues & Event Spaces, Hotels & Travel, Bars, Hotels, Party & Event Planning, Pubs, Event Planning & Services"
183,3,4,"I was here on a business trip with 12 people and by the time our rooms were booked, apparently the only ones left were at the club level. Club level - you would think that means something better than the regular rooms - well I can't say it was anything special. The room was a nice size but just basic. I did like the sink area in the bathroom, it was large enough to hold all my hair products and such :) the sheets were dirty and the towels had a weird smell - maybe from something they wash them with. 
The front desk staff was friendly and they got me so hyped up about the club level breakfast on our actual floor 6-9. I was there at 8:30 and there was nothing left besides some granola bars - whomp! They did give me a voucher for their cafe, but that was simply inconvenient when on a work trip and one is limited on time. Also there was no microwave or safe in the room. There was only one dirty microwave per floor and a safety deposit box at front desk - again very inconvenient. 

Overall it was just a so so experience. Not bad, but not great either.",Crowne Plaza Hotel - Madison,4402 E Washington Ave,53704,2.5,"{'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'Corkage': 'False', 'NoiseLevel': ""u'quiet'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'BYOBCorkage': ""'yes_free'"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'""}","Hotels & Travel, Restaurants, Hotels, Event Planning & Services, Venues & Event Spaces"
184,1,1,Gross hotel!  Nasty carpeting. Very old furniture. Room was wayyyy too hot and moving thermostat didn't help. Dryer air than the dessert. I woke up with a bloody nose due to the lack of humidity. Horrible experience.,Crowne Plaza Hotel - Madison,4402 E Washington Ave,53704,2.5,"{'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'Corkage': 'False', 'NoiseLevel': ""u'quiet'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'BYOBCorkage': ""'yes_free'"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'""}","Hotels & Travel, Restaurants, Hotels, Event Planning & Services, Venues & Event Spaces"
185,5,1,"I've always stayed at the Hilton Menona Terrace until this week.... This is my new hotel in Madison.  The Hilton was booked so I stayed at the DT.  They give you warm cookies on arrival (I guess this is commonly known but it was a nice surprise).  A hand written note from the manager was placed under my door an hour or so after my arrival.  It thanked me for staying at the hotel and gave me free breakfast for the length of my stay.  This is where things got really good... I got the flu from somewhere while on business and was confined to my room for two days.  The staff was incredible. They moved me to a larger room so my family could come to town and help me.  They moved all my stuff, gave me free movies, and brought sprite, ginger ale, and crackers.  They wouldn't accept any tips and beleive me we tried.  The staff is the friendliest and most accommodating I've ever seen and I stay in hotels 30-40 nights a year.

To the staff of the Doubletree in Madison - my sincerest thank you!",DoubleTree by Hilton Hotel Madison,525 W Johnson St,53703,4.0,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'OutdoorSeating': 'False', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Nightlife, Wedding Planning, Venues & Event Spaces, Hotels & Travel, Bars, Hotels, Party & Event Planning, Pubs, Event Planning & Services"
186,1,0,"Not a nice hotel.  Walls are in terrible shape.  Water leaks all over the place.  Hot room.  Had to call to have someone fix AC.  

Poor quality of food.   Also, would not allow me to cancel the day of.  Need 24 notice.   My guess is people showed up and cancelled due to quality of hotel and now they force you to stay at least one night.   Poor poor poor",Crowne Plaza Hotel - Madison,4402 E Washington Ave,53704,2.5,"{'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'Corkage': 'False', 'NoiseLevel': ""u'quiet'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'BYOBCorkage': ""'yes_free'"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'""}","Hotels & Travel, Restaurants, Hotels, Event Planning & Services, Venues & Event Spaces"
187,3,1,"This hotel is OK: spacious clean rooms, friendly staff but it disappoints on some other offerings. The breakfast buffet for $12.95 before tax is really limited and not worth it. You are almost better off going to Mc Donald across the street and get a similar quality at a fraction of the price. The swimming pool seems nice but it is located basically in the lobby across from the bar: a bit akward as you might be entertaining the drinking crowd. The fitness room has 2 treadmills, 1 recumbent bike, 1 elliptical and a few free weights, enough to get your cardio going. On the plus side you are across from the mall so it makes it easy to grab a bite walking distance and free wi-fi is available throughout the hotel.",Crowne Plaza Hotel - Madison,4402 E Washington Ave,53704,2.5,"{'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'Corkage': 'False', 'NoiseLevel': ""u'quiet'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'BYOBCorkage': ""'yes_free'"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'""}","Hotels & Travel, Restaurants, Hotels, Event Planning & Services, Venues & Event Spaces"
188,4,1,"Great hotel with nice sized rooms and comfortable beds! They also have the very cool Badgerland restaurant downstairs. Free parking that you have to use tokens given to you by the desk staff to get out which is unique. They also give out very good cookies at the front desk. 
I enjoyed my short stay here!",DoubleTree by Hilton Hotel Madison,525 W Johnson St,53703,4.0,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'OutdoorSeating': 'False', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Nightlife, Wedding Planning, Venues & Event Spaces, Hotels & Travel, Bars, Hotels, Party & Event Planning, Pubs, Event Planning & Services"
189,3,1,"The hotel seems to have been remodeled,  but some areas could still use improvement. Nice overall, though. 
HOWEVER, be prepared for sticker shock if you drink in the bar! 
I know you are a hostage in a hotel bar, but COME ON---$9.95 for a Grand Marinier!?!?!
I don't pay that in Manhattan, let alone freaking Madison, WI. The bar prices alone will keep me from staying here again.
I would give a four star if not for this. 
If I rate the bar/restaurant alone, the food would get a three and bar prices would get a 1.5 to two. Don't hurt your customers like that. You are chasing away return business.",Crowne Plaza Hotel - Madison,4402 E Washington Ave,53704,2.5,"{'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'Corkage': 'False', 'NoiseLevel': ""u'quiet'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'BYOBCorkage': ""'yes_free'"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'""}","Hotels & Travel, Restaurants, Hotels, Event Planning & Services, Venues & Event Spaces"
190,4,0,"Small room but tasteful decor and comfy bed. Shower was beautifully tiled and modern with good water pressure. Bed was clean and white and I slept great with perfectly darkened room. Appreciated the touches of warm chocolate chip cookie (could've done without the walnut) at the front desk and also bottles of water free in the fridge. 

My only complaint was that there were two dark curly hairs left on the bathroom floor from whoever stayed there before. Yuck.",DoubleTree by Hilton Hotel Madison,525 W Johnson St,53703,4.0,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'OutdoorSeating': 'False', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Nightlife, Wedding Planning, Venues & Event Spaces, Hotels & Travel, Bars, Hotels, Party & Event Planning, Pubs, Event Planning & Services"
191,5,0,"Best service, big room, nice amenities, fast room service, convenient parking, and excellent location---what more can I say?  Still my favorite place to stay in Madison. I recently stayed at the Hilton Monona Terrace and it can't compare to the Double Tree.  I selfishly hate to let the secret out.",DoubleTree by Hilton Hotel Madison,525 W Johnson St,53703,4.0,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'OutdoorSeating': 'False', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Nightlife, Wedding Planning, Venues & Event Spaces, Hotels & Travel, Bars, Hotels, Party & Event Planning, Pubs, Event Planning & Services"
192,5,3,"Went above and beyond any duty they had towards us during our stay. We were sick and my boyfriend had a shitty living situation so we decided to stay in the hotel for the night. From the beginning they were super nice and attentive. You get an oatmeal chocolate chip cookie when you check in, and it's delicious, just so you know. 

Anyway. We're sick and we really want some soup. But the only soup is some cheddar thing with popcorn or what have you. They try to drive us to the nearest supermarket saying that it's no problem or that they'll pick it up for us if we want. This is at midnight so I'm feeling a little bad about making them go out to get us some soup. I politely end up refusing and then they come to us with a voucher for some food to make us feel better. 

Seriously. these people are amazing. Even without the voucher, they made us feel so welcomed. The rooms were really nice, everything was extremely clean. Zero complains. If I ever have to recommend a hotel to family, this is where they will be going.",DoubleTree by Hilton Hotel Madison,525 W Johnson St,53703,4.0,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'OutdoorSeating': 'False', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Nightlife, Wedding Planning, Venues & Event Spaces, Hotels & Travel, Bars, Hotels, Party & Event Planning, Pubs, Event Planning & Services"
